Constituency_No,Uncontested,Women_Col_Forced,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_BALLOT PAPER SET APART_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
373,False,False,20-05-1991,223,923,True,0,0,0,0,0,0,0,0,0,22,0,22,20,0,20,20,9,45.0,BJP,KRISHNA KUMAR NAVMAN,52670.0,JD,MOHD. SUFIYAN,47249.0,8,0,0.0,113210,92628,205838,0,0,0,113210,92628,205838,12,0,0.0,62599,51217,113816,0,0,0,62599,51217,113816,12,0,0.0,113816,111353,2463,0,0,0,12,0,0.0
374,False,False,20-05-1991,210,961,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,BJP,KISHAN LAL DILER,52800.0,JD,PHOOL SINGH,22992.0,8,0,0.0,111043,90855,201898,0,0,0,111043,90855,201898,12,0,0.0,52481,42937,95418,0,0,0,52481,42937,95418,12,0,0.0,95418,93393,2025,0,0,0,12,0,0.0
375,False,False,20-05-1991,184,928,True,0,0,0,0,0,0,0,0,0,11,2,13,10,1,11,20,9,45.0,JD,GYANWATI SINGH,27315.0,BJP,VIKRAM SINGH HINDOL,24899.0,8,0,0.0,93868,76803,170671,0,0,0,93868,76803,170671,12,0,0.0,49026,40101,89127,0,0,0,49026,40101,89127,12,0,0.0,89127,85177,3950,0,0,0,12,0,0.0
376,False,False,20-05-1991,182,956,True,0,0,0,0,0,0,0,0,0,18,0,18,16,0,16,20,9,45.0,JD,DALVIR SINGH,39523.0,BJP,YESPAL SINGH CHAUHAN,23139.0,8,0,0.0,95653,78260,173913,0,0,0,95653,78260,173913,12,0,0.0,49038,40159,89197,0,0,0,49038,40159,89197,12,0,0.0,89197,85657,3540,0,0,0,12,0,0.0
377,False,False,20-05-1991,186,978,True,0,0,0,0,0,0,0,0,0,13,1,14,11,1,12,20,9,45.0,BJP,CHD. MAHENDRA SINGH,33736.0,JD,JAGVIR SINGH S/O HARBANSH SINGH,28344.0,8,0,0.0,100058,81865,181923,0,0,0,100058,81865,181923,12,0,0.0,48132,39362,87494,0,0,0,48132,39362,87494,12,0,0.0,87494,84259,3235,0,0,0,12,0,0.0
378,False,False,20-05-1991,186,966,True,0,0,0,0,0,0,0,0,0,16,0,16,14,0,14,20,9,45.0,BJP,HO RAM,26255.0,INC,TRILOK CHAND,13450.0,8,0,0.0,98855,80807,179662,0,0,0,98855,80807,179662,12,0,0.0,31710,25993,57703,0,0,0,31710,25993,57703,12,0,0.0,57703,57095,608,0,0,0,12,0,0.0
379,False,False,20-05-1991,187,1007,True,0,0,0,0,0,0,0,0,0,31,0,31,28,0,28,20,9,45.0,IND,HAR PAL,34549.0,BSP,ALLAUDDIN,20197.0,8,0,0.0,103638,84727,188365,0,0,0,103638,84727,188365,12,0,0.0,46814,41888,88702,0,0,0,46814,41888,88702,12,0,0.0,88702,84679,4023,0,0,0,12,0,0.0
380,False,False,20-05-1991,180,1000,True,0,0,0,0,0,0,0,0,0,19,1,20,16,1,17,20,9,45.0,BJP,RAM SINGH,39245.0,JD,KHAJAN SINGH,17980.0,8,0,0.0,99034,80978,180012,0,0,0,99034,80978,180012,12,0,0.0,49540,40623,90163,0,0,0,49540,40623,90163,12,0,0.0,90163,87568,2595,0,0,0,12,0,0.0
381,False,False,20-05-1991,201,955,True,0,0,0,0,0,0,0,0,0,16,0,16,14,0,14,20,9,45.0,BJP,NAVAL KISHOR,39988.0,INC,SATISH S/O SHEO RAJ,24005.0,8,0,0.0,105623,86369,191992,0,0,0,105623,86369,191992,12,0,0.0,55565,45698,101263,0,0,0,55565,45698,101263,12,0,0.0,101263,98635,2628,0,0,0,12,0,0.0
382,False,False,20-05-1991,190,939,True,0,0,0,0,0,0,0,0,0,11,0,11,8,0,8,20,9,45.0,BJP,BASUDEV SINGH,42485.0,INC,RAKESH TYAGI,19141.0,8,0,0.0,98176,80269,178445,0,0,0,98176,80269,178445,12,0,0.0,53740,43715,97455,0,0,0,53740,43715,97455,12,0,0.0,97455,95528,1927,0,0,0,12,0,0.0
384,False,False,20-05-1991,222,972,True,0,0,0,0,0,0,0,0,0,28,0,28,26,0,26,20,9,45.0,JP,DHARAM PAL YADAV URF D. P YADAV,45765.0,BJP,SUKH PAL,34639.0,8,0,0.0,118801,96924,215725,0,0,0,118801,96924,215725,12,0,0.0,59926,48073,107999,0,0,0,59926,48073,107999,12,0,0.0,107999,104593,3406,0,0,0,12,0,0.0
385,False,False,20-05-1991,176,970,True,0,0,0,0,0,0,0,0,0,14,0,14,11,0,11,20,9,45.0,BJP,RAM PRASAD,32517.0,INC,RAJ KUMAR,13868.0,8,0,0.0,93947,76759,170706,0,0,0,93947,76759,170706,12,0,0.0,40510,32880,73390,0,0,0,40510,32880,73390,12,0,0.0,73390,71466,1924,0,0,0,12,0,0.0
386,False,False,20-05-1991,196,974,True,0,0,0,0,0,0,0,0,0,10,0,10,7,0,7,20,9,45.0,JD,NARENDRA SINGH BHATI,43835.0,INC,RAJENDRA SOLANKI,28383.0,8,0,0.0,105058,85841,190899,0,0,0,105058,85841,190899,12,0,0.0,57220,46661,103881,0,0,0,57220,46661,103881,12,0,0.0,103881,100566,3306,9,0,0,12,0,0.0
387,False,False,20-05-1991,230,970,True,0,0,0,0,0,0,0,0,0,18,0,18,16,0,16,20,9,45.0,JD,MAHENDRA SINGH BHATI,62552.0,JP,BIHARI SINGH,19521.0,8,0,0.0,122805,100398,223203,0,0,0,122805,100398,223203,12,0,0.0,69296,46292,115588,0,0,0,69296,46292,115588,12,0,0.0,115588,111953,3635,0,0,0,12,0,0.0
388,False,False,20-05-1991,304,978,True,0,0,0,0,0,0,0,0,0,26,0,26,23,0,23,20,9,45.0,BJP,BALESHWAR TYAGI,54714.0,JD,ANUP SINGH,32887.0,8,0,0.0,166466,130793,297259,0,0,0,166466,130793,297259,12,0,0.0,81711,54960,136671,0,0,0,81711,54960,136671,12,0,0.0,136671,133318,3353,0,0,0,12,0,0.0
389,False,False,20-05-1991,190,955,True,0,0,0,0,0,0,0,0,0,21,0,21,18,0,18,20,9,45.0,INC,RAJ PAL TYAGI,41513.0,BJP,KESHAV TYAGI,20983.0,8,0,0.0,99762,81637,181399,0,0,0,99762,81637,181399,12,0,0.0,55699,35368,91067,0,0,0,55699,35368,91067,12,0,0.0,91067,88369,2698,0,0,0,12,0,0.0
390,False,False,20-05-1991,222,1022,True,0,0,0,0,0,0,0,0,0,23,1,24,21,1,22,20,9,45.0,JD,SUKH VEER SING GAHLOT,46343.0,BJP,RAM ASREY,46172.0,8,0,0.0,129345,97557,226902,0,0,0,129345,97557,226902,12,0,0.0,73644,47631,121275,0,0,0,73644,47631,121275,12,0,0.0,121275,117101,4174,0,0,0,12,0,0.0
391,False,False,20-05-1991,206,944,True,0,0,0,0,0,0,0,0,0,15,0,15,12,0,12,20,9,45.0,BJP,VIJENDRA KUMAR,38116.0,INC,GAJ RAJ SINGH,34079.0,8,0,0.0,109020,85494,194514,0,0,0,109020,85494,194514,12,0,0.0,63746,42751,106497,0,0,0,63746,42751,106497,12,0,0.0,106497,103668,2829,0,0,0,12,0,0.0
392,False,False,20-05-1991,197,934,True,0,0,0,0,0,0,0,0,0,22,0,22,19,0,19,20,9,45.0,BJP,KRISHNA VIR SINGH SIROHI,24130.0,INC,AKHTAR,22030.0,8,0,0.0,111529,72418,183947,0,0,0,111529,72418,183947,12,0,0.0,60653,40795,101448,0,0,0,60653,40795,101448,12,0,0.0,101448,96551,4897,0,0,0,12,0,0.0
395,False,False,20-05-1991,202,903,True,0,0,0,0,0,0,0,0,0,17,0,17,14,0,14,20,9,45.0,JD,VIJAI PAL SINGH TOMAR,36418.0,JP,SURENDRA SINGH,27232.0,8,0,0.0,103339,79054,182393,0,0,0,103339,79054,182393,12,0,0.0,72486,37593,110079,0,0,0,72486,37593,110079,12,0,0.0,110079,106588,3337,154,0,0,12,0,0.0
399,False,False,20-05-1991,228,783,True,0,0,0,0,0,0,0,0,0,21,1,22,19,1,20,20,9,45.0,JD,CHARAN SINGH,58977.0,BJP,BHAGMUL SING PREMI,22197.0,8,0,0.0,106870,71698,178568,0,0,0,106870,71698,178568,12,0,0.0,66661,33553,100214,0,0,0,66661,33553,100214,12,0,0.0,100214,97542,2672,0,0,0,12,0,0.0
400,False,False,20-05-1991,250,845,True,0,0,0,0,0,0,0,0,0,15,0,15,12,0,12,20,9,45.0,JP,MADAN BHAYYA,49113.0,JD,BALE URF BALRAJ SINGH,21704.0,8,0,0.0,119145,92097,211242,0,0,0,119145,92097,211242,12,0,0.0,64045,34973,99018,0,0,0,64045,34973,99018,12,0,0.0,99018,97171,1847,0,0,0,12,0,0.0
401,False,False,20-05-1991,240,794,True,0,0,0,0,0,0,0,0,0,24,0,24,21,0,21,20,9,45.0,JD,MAHENDRA JAN,34643.0,INC,RAM PAL,17355.0,8,0,0.0,105192,85281,190473,0,0,0,105192,85281,190473,12,0,0.0,62492,31250,93742,0,0,0,62492,31250,93742,12,0,0.0,93742,90047,3695,0,0,0,12,0,0.0
402,False,False,20-05-1991,215,834,True,0,0,0,0,0,0,0,0,0,14,1,15,12,1,13,20,9,45.0,JD,KATAR SINGH,48166.0,BJP,TIRPAL SINGH DHAMA,16767.0,8,0,0.0,98711,80574,179285,0,0,0,98711,80574,179285,12,0,0.0,65748,30918,96666,0,0,0,65748,30918,96666,12,0,0.0,96666,94315,2320,31,0,0,12,0,0.0
403,False,False,20-05-1991,230,793,True,0,0,0,0,0,0,0,0,0,7,0,7,6,0,6,20,9,45.0,JD,AJIT SINGH,74212.0,INC,BRIJ PAL,11417.0,8,0,0.0,102131,80223,182354,0,0,0,102131,80223,182354,12,0,0.0,59320,37548,96868,0,0,0,59320,37548,96868,12,0,0.0,96868,95749,1119,0,0,0,12,0,0.0
404,False,False,20-05-1991,177,1013,True,0,0,0,0,0,0,0,0,0,11,1,12,9,1,10,20,9,45.0,JD,VIRENDER SINGH,67387.0,BJP,MAHARAJ SINGH,36610.0,8,0,0.0,107617,71702,179319,0,0,0,107617,71702,179319,12,0,0.0,69546,43600,113146,0,0,0,69546,43600,113146,12,0,0.0,113146,109511,1329,0,2306,0,12,0,0.0
405,False,False,20-05-1991,188,997,True,0,0,0,0,0,0,0,0,0,26,1,27,24,1,25,20,9,45.0,BJP,SUDHIR KUMAR,53773.0,IND,BIRHAM SINGH BALIYAN,32252.0,8,0,0.0,112498,74957,187455,0,0,0,112498,74957,187455,12,0,0.0,74005,43492,117497,0,0,0,74005,43492,117497,12,0,0.0,117497,111659,2602,0,3236,0,12,0,0.0
406,False,False,20-05-1991,185,920,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,BJP,SURESH,41137.0,JD,KABOOL SINGH,36128.0,8,0,0.0,102111,68066,170177,0,0,0,102111,68066,170177,12,0,0.0,62188,36569,98757,0,0,0,62188,36569,98757,12,0,0.0,98757,95403,3354,0,0,0,12,0,0.0
407,False,False,20-05-1991,176,948,True,0,0,0,0,0,0,0,0,0,28,0,28,25,0,25,20,9,45.0,BJP,RAM PAL SINGH,36207.0,JD,MEHANDI ASGAR,25122.0,8,0,0.0,91449,75470,166919,0,0,0,91449,75470,166919,12,0,0.0,60351,37302,97653,0,0,0,60351,37302,97653,12,0,0.0,97653,93850,3803,0,0,0,12,0,0.0
408,False,False,20-05-1991,221,988,True,0,0,0,0,0,0,0,0,0,42,1,43,40,1,41,20,9,45.0,BJP,SURESH SANGAL,67997.0,IND,VIRNDER,35830.0,8,0,0.0,130941,87422,218363,0,0,0,130941,87422,218363,12,0,0.0,77112,51322,128434,0,0,0,77112,51322,128434,12,0,0.0,128434,124551,3883,0,0,0,12,0,0.0
409,False,False,20-05-1991,175,975,True,0,0,0,0,0,0,0,0,0,12,0,12,10,0,10,20,9,45.0,JD,G. S. VINOD,39666.0,BJP,SHER SINGH,37016.0,8,0,0.0,102348,68237,170585,0,0,0,102348,68237,170585,12,0,0.0,62325,32012,94337,0,0,0,62325,32012,94337,12,0,0.0,94337,91127,3210,0,0,0,12,0,0.0
410,False,False,20-05-1991,165,995,True,0,0,0,0,0,0,0,0,0,9,0,9,7,0,7,20,9,45.0,JD,HARENDER SINGH,51980.0,BJP,PARDEEP,21295.0,8,0,0.0,98491,65628,164119,0,0,0,98491,65628,164119,12,0,0.0,53516,36088,89604,0,0,0,53516,36088,89604,12,0,0.0,89604,86945,2659,0,0,0,12,0,0.0
411,False,False,20-05-1991,182,1027,True,0,0,0,0,0,0,0,0,0,17,0,17,14,0,14,20,9,45.0,JD,MANWAR HASSAN,48224.0,INC,HUKUM SINGH,31660.0,8,0,0.0,112165,74754,186919,0,0,0,112165,74754,186919,12,0,0.0,72607,44247,116854,0,0,0,72607,44247,116854,12,0,0.0,116854,113892,2962,0,0,0,12,0,0.0
412,False,False,20-05-1991,183,989,True,0,0,0,0,0,0,0,0,0,25,0,25,23,0,23,20,9,45.0,JD,SOMANSH PRAKASH,41007.0,BJP,JAGAT SINGH URF JAG SINGH,33069.0,8,0,0.0,108625,72403,181028,0,0,0,108625,72403,181028,12,0,0.0,60426,41244,101670,0,0,0,60426,41244,101670,12,0,0.0,101670,98704,2966,0,0,0,12,0,0.0
413,False,False,20-05-1991,215,911,True,0,0,0,0,0,0,0,0,0,10,1,11,8,0,8,20,9,45.0,JD,MASTER KANWAR PAL,47957.0,BJP,SADHU RAM,41137.0,8,0,0.0,112551,83262,195813,0,0,0,112551,83262,195813,12,0,0.0,74484,52904,127388,0,0,0,74484,52904,127388,12,0,0.0,127388,122884,4504,0,0,0,12,0,0.0
414,False,False,20-05-1991,186,947,True,0,0,0,0,0,0,0,0,0,14,0,14,11,0,11,20,9,45.0,JD,MOHD. HASAN,35618.0,BJP,SURESH,31051.0,8,0,0.0,97180,79002,176182,0,0,0,97180,79002,176182,12,0,0.0,68620,47375,115995,0,0,0,68620,47375,115995,12,0,0.0,115995,110539,5456,0,0,0,12,0,0.0
415,False,False,20-05-1991,179,957,True,0,0,0,0,0,0,0,0,0,12,0,12,10,0,10,20,9,45.0,BJP,MAM CHAND,37624.0,JD,RAMESH,34106.0,8,0,0.0,97892,73375,171267,0,0,0,97892,73375,171267,12,0,0.0,60774,35526,96300,0,0,0,60774,35526,96300,12,0,0.0,96300,93316,2984,0,0,0,12,0,0.0
416,False,False,20-05-1991,187,972,True,0,0,0,0,0,0,0,0,0,22,2,24,21,1,22,20,9,45.0,JD,VIRENDER SINGH,46284.0,BJP,SHASHI BALA PUNDIR,41112.0,8,0,0.0,101626,80199,181825,0,0,0,101626,80199,181825,12,0,0.0,67368,42182,109550,0,0,0,67368,42182,109550,12,0,0.0,109550,105355,4195,0,0,0,12,0,0.0
417,False,False,20-05-1991,171,981,True,0,0,0,0,0,0,0,0,0,14,1,15,13,0,13,20,9,45.0,JD,VIMLA RAKESH,48644.0,BJP,MOHAR SINGH,31825.0,8,0,0.0,96469,71273,167742,0,0,0,96469,71273,167742,12,0,0.0,62203,44993,107196,0,0,0,62203,44993,107196,12,0,0.0,107196,102957,4239,0,0,0,12,0,0.0
418,False,False,20-05-1991,251,997,True,0,0,0,0,0,0,0,0,0,31,0,31,29,0,29,20,9,45.0,BJP,LAJ KRISHAN GANDHI,73864.0,JD,VIJAY KUMAR,55098.0,8,0,0.0,141233,108921,250154,0,0,0,141233,108921,250154,12,0,0.0,89764,59493,149257,0,0,0,89764,59493,149257,12,0,0.0,149257,146793,2464,0,0,0,12,0,0.0
419,False,False,20-05-1991,182,965,True,0,0,0,0,0,0,0,0,0,14,0,14,12,0,12,20,9,45.0,JD,JAGDISH SINGH,47456.0,BJP,CHANDER PAL SINGH,45175.0,8,0,0.0,104764,70803,175567,0,0,0,104764,70803,175567,12,0,0.0,67768,46485,114253,0,0,0,67768,46485,114253,12,0,0.0,114253,110412,3841,0,0,0,12,0,0.0
420,False,False,20-05-1991,177,1005,True,0,0,0,0,0,0,0,0,0,25,0,25,23,0,23,20,9,45.0,BJP,PRITHVI SINGH,43247.0,JD,MANSUR,40794.0,8,0,0.0,97878,79990,177868,0,0,0,97878,79990,177868,12,0,0.0,67383,44568,111951,0,0,0,67383,44568,111951,12,0,0.0,111951,108625,3326,0,0,0,12,0,0.0
421,False,False,20-05-1991,175,964,True,0,0,0,0,0,0,0,0,0,17,0,17,14,0,14,20,9,45.0,BJP,PRADHANACHARYA TEJ PAL SINGH,36700.0,JD,KULBIR SINGH,35389.0,8,0,0.0,92777,75849,168626,0,0,0,92777,75849,168626,12,0,0.0,65146,42170,107316,0,0,0,65146,42170,107316,12,0,0.0,107316,103207,4109,0,0,0,12,0,0.0
422,False,False,20-05-1991,199,996,True,0,0,0,0,0,0,0,0,0,37,0,37,35,0,35,20,9,45.0,BJP,JAGDISH MUNI,48728.0,JD,AMBRISH KUMAR,38994.0,8,0,0.0,118743,79394,198137,0,0,0,118743,79394,198137,12,0,0.0,70851,47234,118085,0,0,0,70851,47234,118085,12,0,0.0,118085,114372,3713,0,0,0,12,0,0.0
423,False,False,20-05-1991,223,887,True,0,0,0,0,0,0,0,0,0,17,1,18,15,1,16,20,9,45.0,BJP,RAJENDAR SINGH,37353.0,INC,KISHORI LAL SAKLANI,27149.0,8,0,0.0,118522,79255,197777,0,0,0,118522,79255,197777,12,0,0.0,57320,47772,105092,0,0,0,57320,47772,105092,12,0,0.0,105092,100315,4777,0,0,0,12,0,0.0
424,False,False,20-05-1991,205,1009,True,0,0,0,0,0,0,0,0,0,16,1,17,14,1,15,20,9,45.0,BJP,HARBANSH KAPOOR,50419.0,INC,VINOD,29152.0,8,0,0.0,125108,81812,206920,0,0,0,125108,81812,206920,12,0,0.0,48906,45999,94905,0,0,0,48906,45999,94905,12,0,0.0,94905,93129,1776,0,0,0,12,0,0.0
425,False,False,20-05-1991,255,628,True,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1,20,9,45.0,JD,MUNNA CHAUHAN,35575.0,INC,PRITAM SINGH,29270.0,8,0,0.0,96190,63846,160036,0,0,0,96190,63846,160036,12,0,0.0,48786,43771,92557,0,0,0,48786,43771,92557,12,0,0.0,92557,88329,4228,0,0,0,12,0,0.0
