Constituency_No,Uncontested,Women_Col_Forced,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_BALLOT PAPER SET APART_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
112,False,False,20-05-1991,215,928,True,0,0,0,0,0,0,0,0,0,18,0,18,15,0,15,20,9,45.0,INC,HAR NARAIN SINGH,23228.0,JP,GAJDHAR SINGH,19268.0,8,0,0.0,105249,94315,199564,0,0,0,105249,94315,199564,12,0,0.0,60106,38086,98192,0,0,0,60106,38086,98192,12,0,0.0,98192,93841,4351,0,0,0,12,0,0.0
113,False,False,20-05-1991,199,948,True,0,0,0,0,0,0,0,0,0,9,0,9,6,0,6,20,9,45.0,INC,SHIV BALA PASI,30004.0,BJP,DAL BAHADUR,19571.0,8,0,0.0,99765,88820,188585,0,0,0,99765,88820,188585,12,0,0.0,52656,29724,82380,0,0,0,52656,29724,82380,12,0,0.0,82380,75977,6403,0,0,0,12,0,0.0
114,False,False,20-05-1991,195,912,True,0,0,0,0,0,0,0,0,0,18,0,18,15,0,15,20,9,45.0,BJP,SHIV NARAIN MISHRA,21197.0,INC,NIAZ HASAN,19332.0,8,0,0.0,90952,86948,177900,0,0,0,90952,86948,177900,12,0,0.0,42389,34714,77103,0,0,0,42389,34714,77103,12,0,0.0,77103,72962,4134,7,0,0,12,0,0.0
115,False,False,20-05-1991,202,889,True,0,0,0,0,0,0,0,0,0,13,1,14,11,1,12,20,9,45.0,BJP,SURESH BHARTI,19236.0,JD,SURESH CHANDRA,17565.0,8,0,0.0,90085,89434,179519,0,0,0,90085,89434,179519,12,0,0.0,35815,30700,66515,0,0,0,35815,30700,66515,12,0,0.0,66515,62552,3963,0,0,0,12,0,0.0
116,False,False,20-05-1991,205,974,True,0,0,0,0,0,0,0,0,0,18,0,18,16,0,16,20,9,45.0,INC,PRAMOD KUMAR,26905.0,JD,RAJA RAM PANDEY,18784.0,8,0,0.0,101122,98499,199621,0,0,0,101122,98499,199621,12,0,0.0,42007,36295,78302,0,0,0,42007,36295,78302,12,0,0.0,78302,74358,3944,0,0,0,12,0,0.0
117,False,False,20-05-1991,207,902,True,0,0,0,0,0,0,0,0,0,24,0,24,22,0,22,20,9,45.0,BJP,RAMESH BAHADUR SINGH,27253.0,JD,BRIJ NATH PAL,19621.0,8,0,0.0,95067,91606,186673,0,0,0,95067,91606,186673,12,0,0.0,35317,40488,75805,0,0,0,35317,40488,75805,12,0,0.0,75805,71788,4017,0,0,0,12,0,0.0
118,False,False,20-05-1991,216,917,True,0,0,0,0,0,0,0,0,0,21,0,21,19,0,19,20,9,45.0,BJP,BRIJESH KUMAR SHARMA,26113.0,JD,AJIT PRATAP SINGH,23097.0,8,0,0.0,101549,96498,198047,0,0,0,101549,96498,198047,12,0,0.0,55141,26052,81193,0,0,0,55141,26052,81193,12,0,0.0,81193,77868,3325,0,0,0,12,0,0.0
119,False,False,20-05-1991,224,923,True,0,0,0,0,0,0,0,0,0,22,0,22,20,0,20,20,9,45.0,JD,SHYAD ALI,30388.0,BJP,LAXMI NARAIN PANDEY (GURUJI),30016.0,8,0,0.0,105108,101740,206848,0,0,0,105108,101740,206848,12,0,0.0,54129,36595,90724,0,0,0,54129,36595,90724,12,0,0.0,90724,86911,3813,0,0,0,12,0,0.0
120,False,False,20-05-1991,233,899,True,0,0,0,0,0,0,0,0,0,27,0,27,25,0,25,20,9,45.0,BJP,SHIVA KANT,27137.0,JD,SHAKTI SINGH,23802.0,8,0,0.0,106126,103245,209371,0,0,0,106126,103245,209371,12,0,0.0,52561,45590,98151,0,0,0,52561,45590,98151,12,0,0.0,98151,93080,5071,0,0,0,12,0,0.0
121,False,False,20-05-1991,185,1000,True,0,0,0,0,0,0,0,0,0,33,0,33,31,0,31,20,9,45.0,INC,HARI CHARAN YADAV,33176.0,BJP,JAMUNA PRASAD MISHRA,17597.0,8,0,0.0,101905,83171,185076,0,0,0,101905,83171,185076,12,0,0.0,46047,26699,72746,0,0,0,46047,26699,72746,12,0,0.0,72746,68145,4522,79,0,0,12,0,0.0
122,False,False,20-05-1991,183,1010,True,0,0,0,0,0,0,0,0,0,22,2,24,21,1,22,20,9,45.0,BJP,TEJ BHAN SINGH,24606.0,INC,RAJ PATI DEVI,24417.0,8,0,0.0,101702,83080,184782,0,0,0,101702,83080,184782,12,0,0.0,42807,34120,76927,0,0,0,42807,34120,76927,12,0,0.0,76927,71435,5492,0,0,0,12,0,0.0
123,False,False,20-05-1991,164,1035,True,0,0,0,0,0,0,0,0,0,15,0,15,13,0,13,20,9,45.0,INC,RAM SEWAK,19874.0,BJP,JAGROOP DESHVANDHU,17751.0,8,0,0.0,93467,76265,169732,0,0,0,93467,76265,169732,12,0,0.0,36226,24169,60395,0,0,0,36226,24169,60395,12,0,0.0,60395,55474,4901,20,0,0,12,0,0.0
124,False,False,20-05-1991,196,952,True,0,0,0,0,0,0,0,0,0,20,1,21,18,1,19,20,9,45.0,BJP,OM PRAKASH PANDEY,24203.0,JD,INDRA BHADRA,18160.0,8,0,0.0,102755,83899,186654,0,0,0,102755,83899,186654,12,0,0.0,50655,27365,78020,0,0,0,50655,27365,78020,12,0,0.0,78020,72974,5004,42,0,0,12,0,0.0
125,False,False,20-05-1991,197,1010,True,0,0,0,0,0,0,0,0,0,18,0,18,15,0,15,20,9,45.0,BJP,RAM PIYARE SHUKLA,32748.0,JP,JAFAR,23275.0,8,0,0.0,108923,89954,198877,0,0,0,108923,89954,198877,12,0,0.0,49197,41152,90349,0,0,0,49197,41152,90349,12,0,0.0,90349,86192,3943,214,0,0,12,0,0.0
126,False,False,20-05-1991,191,976,True,0,0,0,0,0,0,0,0,0,27,1,28,25,1,26,20,9,45.0,BJP,ARJUN,26777.0,JP,SURYA BHAN SINGH,13945.0,8,0,0.0,102082,84336,186418,0,0,0,102082,84336,186418,12,0,0.0,51853,34496,86349,0,0,0,51853,34496,86349,12,0,0.0,86349,81134,5105,110,0,0,12,0,0.0
127,False,False,20-05-1991,192,975,True,0,0,0,0,0,0,0,0,0,20,0,20,19,0,19,20,9,45.0,BJP,ARUN PRATAP SINGH,29435.0,INC,SUBHASH CHANDRA TRIPATHI,11975.0,8,0,0.0,102921,84184,187105,0,0,0,102921,84184,187105,12,0,0.0,44206,36515,80721,0,0,0,44206,36515,80721,12,0,0.0,80721,75900,4709,112,0,0,12,0,0.0
128,False,False,20-05-1991,191,7822,True,0,0,0,0,0,0,0,0,0,11,0,11,9,0,9,20,9,45.0,BJP,RAM CHANDER,31040.0,BSP,BHAGELOO RAM,19111.0,8,0,0.0,1406737,87353,1494090,0,0,0,1406737,87353,1494090,12,0,0.0,54883,35088,89971,0,0,0,54883,35088,89971,12,0,0.0,89971,83621,6350,0,0,0,12,0,0.0
129,False,False,20-05-1991,206,951,True,0,0,0,0,0,0,0,0,0,22,1,23,19,1,20,20,9,45.0,BJP,ANIL KUMAR TEWARI,28609.0,BSP,RAM DEO VERMA,20751.0,8,0,0.0,102841,93012,195853,0,0,0,102841,93012,195853,12,0,0.0,59211,40296,99507,0,0,0,59211,40296,99507,12,0,0.0,99507,95591,3916,0,0,0,12,0,0.0
130,False,False,20-05-1991,215,917,True,0,0,0,0,0,0,0,0,0,18,1,19,16,1,17,20,9,45.0,SHS,PAWAN KUMAR PANDEY,37616.0,BSP,RAM ACHAL RAJBHAR,21719.0,8,0,0.0,103832,93248,197080,0,0,0,103832,93248,197080,12,0,0.0,64574,49085,113659,0,0,0,64574,49085,113659,12,0,0.0,113659,108865,4794,0,0,0,12,0,0.0
131,False,False,20-05-1991,196,964,True,0,0,0,0,0,0,0,0,0,28,1,29,25,1,26,20,9,45.0,BSP,RAM LAKHAN,27607.0,INC,SHER BAHADUR,20784.0,8,0,0.0,99215,89643,188858,0,0,0,99215,89643,188858,12,0,0.0,61274,46353,107627,0,0,0,61274,46353,107627,12,0,0.0,107627,102911,4716,0,0,0,12,0,0.0
132,False,False,20-05-1991,191,1003,True,0,0,0,0,0,0,0,0,0,11,0,11,8,0,8,20,9,45.0,BJP,TRIVENI,27375.0,BSP,SUKKHU PRASAD,18676.0,8,0,0.0,99613,92006,191619,0,0,0,99613,92006,191619,12,0,0.0,49715,37853,87568,0,0,0,49715,37853,87568,12,0,0.0,87568,83586,3982,0,0,0,12,0,0.0
133,False,False,20-05-1991,206,907,True,0,0,0,0,0,0,0,0,0,25,0,25,23,0,23,20,9,45.0,JD,LAL JI VERMA,40614.0,BJP,SHEO PUJAN VERMA,26983.0,8,0,0.0,98405,88519,186924,0,0,0,98405,88519,186924,12,0,0.0,60143,42129,102272,0,0,0,60143,42129,102272,12,0,0.0,102272,99678,2594,0,0,0,12,0,0.0
134,False,False,20-05-1991,207,946,True,0,0,0,0,0,0,0,0,0,20,0,20,18,0,18,20,9,45.0,BJP,LALLU SINGH,49206.0,JP,JAI SHANKAR PANDEY S/O BACHHA RAM,18806.0,8,0,0.0,101698,94186,195884,0,0,0,101698,94186,195884,12,0,0.0,54673,44330,99003,0,0,0,54673,44330,99003,12,0,0.0,99003,95927,3076,0,0,0,12,0,0.0
135,False,False,20-05-1991,195,1000,True,0,0,0,0,0,0,0,0,0,23,1,24,21,1,22,20,9,45.0,BJP,SANT SHRI RAM DWIVEDI,23895.0,INC,NISHAD SITA RAM,20338.0,8,0,0.0,102714,92383,195097,0,0,0,102714,92383,195097,12,0,0.0,57135,41738,98873,0,0,0,57135,41738,98873,12,0,0.0,98873,94829,4044,0,0,0,12,0,0.0
136,False,False,20-05-1991,203,983,True,0,0,0,0,0,0,0,0,0,11,0,11,8,0,8,20,9,45.0,BJP,MATHURA PRASAD TEWARI URF MADRI PRASADD,27594.0,CPI,KAMALASAN PANDEY,27179.0,8,0,0.0,104960,94556,199516,0,0,0,104960,94556,199516,12,0,0.0,52220,40285,92505,0,0,0,52220,40285,92505,12,0,0.0,92505,88373,4132,0,0,0,12,0,0.0
137,False,False,20-05-1991,102,1736,True,0,0,0,0,0,0,0,0,0,8,2,10,5,2,7,20,9,45.0,BJP,RAMU PRIYADARSHI,31690.0,JP,AVDHESH PRASAD,22047.0,8,0,0.0,93597,83511,177108,0,0,0,93597,83511,177108,12,0,0.0,52309,41264,93573,0,0,0,52309,41264,93573,12,0,0.0,93573,88528,5045,0,0,0,12,0,0.0
138,False,False,20-05-1991,194,918,True,0,0,0,0,0,0,0,0,0,16,0,16,13,0,13,20,9,45.0,BJP,RAM DEV AACHARYA,32222.0,JP,ISHTIYAK A.,20423.0,8,0,0.0,97976,80190,178166,0,0,0,97976,80190,178166,12,0,0.0,55944,35150,91094,0,0,0,55944,35150,91094,12,0,0.0,91094,86929,4165,0,0,0,12,0,0.0
139,False,False,20-05-1991,185,929,True,0,0,0,0,0,0,0,0,0,15,0,15,12,0,12,20,9,45.0,JP,RADHEY SHYAM,30685.0,INC,RAJEEV KUMAR SINGH,27569.0,8,0,0.0,94529,77302,171831,0,0,0,94529,77302,171831,12,0,0.0,60348,35065,95413,0,0,0,60348,35065,95413,12,0,0.0,95413,91129,4284,0,0,0,12,0,0.0
140,False,False,20-05-1991,186,925,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,BJP,BAIJ NATH RAWAT,28470.0,JP,RATAN LAL ALIAS DEENA,19065.0,8,0,0.0,94613,77371,171984,0,0,0,94613,77371,171984,12,0,0.0,50636,25909,76545,0,0,0,50636,25909,76545,12,0,0.0,76545,73008,3537,0,0,0,12,0,0.0
141,False,False,20-05-1991,183,939,True,0,0,0,0,0,0,0,0,0,16,0,16,13,0,13,20,9,45.0,INC,SURENDRA NATH,26247.0,BJP,SUNDER LAL,23925.0,8,0,0.0,94538,77295,171833,0,0,0,94538,77295,171833,12,0,0.0,59511,31005,90516,0,0,0,59511,31005,90516,12,0,0.0,90516,86740,3776,0,0,0,12,0,0.0
142,False,False,20-05-1991,184,916,True,0,0,0,0,0,0,0,0,0,24,1,25,22,1,23,20,9,45.0,JP,BENI PRASAD,35132.0,BSP,SHYAM LAL YADAV,24187.0,8,0,0.0,92709,75836,168545,0,0,0,92709,75836,168545,12,0,0.0,59433,37815,97248,0,0,0,59433,37815,97248,12,0,0.0,97248,93713,3535,0,0,0,12,0,0.0
143,False,False,20-05-1991,205,924,True,0,0,0,0,0,0,0,0,0,23,0,23,20,0,20,20,9,45.0,JP,CHOTEY LAL,22499.0,BJP,SUNDER LAL YADAV,19555.0,8,0,0.0,104145,85179,189324,0,0,0,104145,85179,189324,12,0,0.0,60439,35137,95576,0,0,0,60439,35137,95576,12,0,0.0,95576,91242,4334,0,0,0,12,0,0.0
144,False,False,20-05-1991,184,971,True,0,0,0,0,0,0,0,0,0,17,0,17,15,0,15,20,9,45.0,JP,HARDEO SINGH,27043.0,BJP,MUNESHWAR KUREEL,23557.0,8,0,0.0,98251,80492,178743,0,0,0,98251,80492,178743,12,0,0.0,60017,31240,91257,0,0,0,60017,31240,91257,12,0,0.0,91257,87560,3697,0,0,0,12,0,0.0
145,False,False,20-05-1991,183,953,True,0,0,0,0,0,0,0,0,0,18,1,19,17,0,17,20,9,45.0,JP,FAREED MAHFOOZ QIDWAI,23192.0,BJP,RAJ LAXMI VERMA,22401.0,8,0,0.0,95876,78533,174409,0,0,0,95876,78533,174409,12,0,0.0,59731,36354,96085,0,0,0,59731,36354,96085,12,0,0.0,96085,91454,4631,0,0,0,12,0,0.0
146,False,False,20-05-1991,181,977,True,0,0,0,0,0,0,0,0,0,13,0,13,11,0,11,20,9,45.0,BJP,RUDENDAR VIKRAM SINGH,38360.0,JP,RAM TEJ YADAV,32864.0,8,0,0.0,97221,79544,176765,0,0,0,97221,79544,176765,12,0,0.0,52560,43004,95564,0,0,0,52560,43004,95564,12,0,0.0,95564,91204,4360,0,0,0,12,0,0.0
147,False,False,20-05-1991,175,986,True,0,0,0,0,0,0,0,0,0,10,1,11,8,1,9,20,9,45.0,BJP,MAYNKAR SINGH,48242.0,JP,VASUDEV SINGH,21650.0,8,0,0.0,94866,77621,172487,0,0,0,94866,77621,172487,12,0,0.0,50019,40929,90948,0,0,0,50019,40929,90948,12,0,0.0,90948,87156,3792,0,0,0,12,0,0.0
148,False,False,20-05-1991,182,989,True,0,0,0,0,0,0,0,0,0,10,1,11,8,0,8,20,9,45.0,BJP,NEELAM SINGH,34322.0,JP,DILIP KUMAR VERMA,17178.0,8,0,0.0,98973,80974,179947,0,0,0,98973,80974,179947,12,0,0.0,48966,40064,89030,0,0,0,48966,40064,89030,12,0,0.0,89030,85003,4027,0,0,0,12,0,0.0
149,False,False,20-05-1991,197,1002,True,0,0,0,0,0,0,0,0,0,11,1,12,9,1,10,20,9,45.0,BJP,JAI SHANKAR SINGH,49446.0,BSP,FAZLUR REHMAN,26208.0,8,0,0.0,108534,88911,197445,0,0,0,108534,88911,197445,12,0,0.0,55068,45054,100122,0,0,0,55068,45054,100122,12,0,0.0,100122,95998,4124,0,0,0,12,0,0.0
150,False,False,20-05-1991,174,1028,True,0,0,0,0,0,0,0,0,0,9,3,12,7,3,10,20,9,45.0,BJP,ACHHAIBAR LAL,27257.0,IND,SABBIR AHMAD,25900.0,8,0,0.0,98335,80458,178793,0,0,0,98335,80458,178793,12,0,0.0,44843,36690,81533,0,0,0,44843,36690,81533,12,0,0.0,81533,77308,4225,0,0,0,12,0,0.0
151,False,False,20-05-1991,191,956,True,0,0,0,0,0,0,0,0,0,11,1,12,9,1,10,20,9,45.0,BJP,CHANDER MANI KANT SINGH,37488.0,IND,KHURSHID AHMAD,16857.0,8,0,0.0,100427,82168,182595,0,0,0,100427,82168,182595,12,0,0.0,44744,36610,81354,0,0,0,44744,36610,81354,12,0,0.0,81354,76300,5054,0,0,0,12,0,0.0
152,False,False,20-05-1991,180,984,True,0,0,0,0,0,0,0,0,0,19,1,20,16,1,17,20,9,45.0,BJP,BRIJ RAJ TRIPATHI,28104.0,JP,FASIURRAHAMAN URF MUNNAN KHAN,26358.0,8,0,0.0,97413,79705,177118,0,0,0,97413,79705,177118,12,0,0.0,50509,41327,91836,0,0,0,50509,41327,91836,12,0,0.0,91836,86754,5082,0,0,0,12,0,0.0
153,False,False,20-05-1991,186,1004,True,0,0,0,0,0,0,0,0,0,14,1,15,13,1,14,20,9,45.0,BJP,VISHUN DAYAL,35106.0,INC,RAM SAGAR RAO,11546.0,8,0,0.0,102729,84058,186787,0,0,0,102729,84058,186787,12,0,0.0,41884,34267,76151,0,0,0,41884,34267,76151,12,0,0.0,76151,71673,4478,0,0,0,12,0,0.0
154,False,False,20-05-1991,198,957,True,0,0,0,0,0,0,0,0,0,17,0,17,15,0,15,20,9,45.0,BJP,VINDU LAL,38041.0,JP,SHEO PRATAP YADAV,18218.0,8,0,0.0,104176,85234,189410,0,0,0,104176,85234,189410,12,0,0.0,66084,33161,99245,0,0,0,66084,33161,99245,12,0,0.0,99245,93789,5456,0,0,0,12,0,0.0
155,False,False,20-05-1991,199,910,True,0,0,0,0,0,0,0,0,0,30,0,30,28,0,28,20,9,45.0,BJP,KAMLESH KLUMAR,37386.0,JP,RIZWAN ZAHEER KHAN ALIAS RIZZU BHAIYA,32451.0,8,0,0.0,99636,81523,181159,0,0,0,99636,81523,181159,12,0,0.0,67088,39477,106565,0,0,0,67088,39477,106565,12,0,0.0,106565,103809,2756,0,0,0,12,0,0.0
156,False,False,20-05-1991,219,848,True,0,0,0,0,0,0,0,0,0,12,0,12,11,0,11,20,9,45.0,BJP,HANUMANT SINGH,51855.0,INC,GEJENDRA KUMAR,12552.0,8,0,0.0,102178,83541,185719,0,0,0,102178,83541,185719,12,0,0.0,60490,32251,92741,0,0,0,60490,32251,92741,12,0,0.0,92741,89220,3521,0,0,0,12,0,0.0
157,False,False,20-05-1991,216,937,True,0,0,0,0,0,0,0,0,0,15,0,15,13,0,13,20,9,45.0,JD,SAMIULLA,48300.0,BJP,VISHWA NATH PRASAD,45915.0,8,0,0.0,111363,91109,202472,0,0,0,111363,91109,202472,12,0,0.0,66451,45875,112326,0,0,0,66451,45875,112326,12,0,0.0,112326,107591,4735,0,0,0,12,0,0.0
158,False,False,20-05-1991,204,902,True,0,0,0,0,0,0,0,0,0,22,0,22,20,0,20,20,9,45.0,BJP,RAM PRATAP SINGH,42279.0,INC,MOHD. UMAR,27665.0,8,0,0.0,101272,82722,183994,0,0,0,101272,82722,183994,12,0,0.0,70374,32916,103290,0,0,0,70374,32916,103290,12,0,0.0,103290,99431,3859,0,0,0,12,0,0.0
159,False,False,20-05-1991,209,934,True,0,0,0,0,0,0,0,0,0,11,0,11,9,0,9,20,9,45.0,BJP,CHEDI LAL,37876.0,INC,RAM VISHUN,27894.0,8,0,0.0,107394,87838,195232,0,0,0,107394,87838,195232,12,0,0.0,57460,32055,89515,0,0,0,57460,32055,89515,12,0,0.0,89515,85305,4210,0,0,0,12,0,0.0
160,False,False,20-05-1991,193,951,True,0,0,0,0,0,0,0,0,0,16,0,16,14,0,14,20,9,45.0,BJP,GHANSHYAM SHUKLA S/O CHANDRA SHEKHAR,42666.0,INC,RAM PAL SINGH,22212.0,8,0,0.0,101018,82486,183504,0,0,0,101018,82486,183504,12,0,0.0,61725,26452,88177,0,0,0,61725,26452,88177,12,0,0.0,88177,84336,3841,0,0,0,12,0,0.0
161,False,False,20-05-1991,191,918,True,0,0,0,0,0,0,0,0,0,19,1,20,17,1,18,20,9,45.0,BJP,TULSI DAS,41601.0,INC,RAGHU RAJ PRASAD UPADHAYA,16215.0,8,0,0.0,96725,78601,175326,0,0,0,96725,78601,175326,12,0,0.0,45044,36855,81899,0,0,0,45044,36855,81899,12,0,0.0,81899,78547,3352,0,0,0,12,0,0.0
162,False,False,20-05-1991,201,930,True,0,0,0,0,0,0,0,0,0,19,0,19,17,0,17,20,9,45.0,BJP,RAM SINGH,57445.0,INC,MURLIDHAR MUNIM,15975.0,8,0,0.0,102839,84122,186961,0,0,0,102839,84122,186961,12,0,0.0,65163,29104,94267,0,0,0,65163,29104,94267,12,0,0.0,94267,90882,3385,0,0,0,12,0,0.0
163,False,False,20-05-1991,213,954,True,0,0,0,0,0,0,0,0,0,18,0,18,16,0,16,20,9,45.0,BJP,AJAI PRATAP SINGH ALIAS LALLA BHAIYA,55921.0,INC,UMESHWAR PRATAP SINGH,17056.0,8,0,0.0,112033,91248,203281,0,0,0,112033,91248,203281,12,0,0.0,58955,36620,95575,0,0,0,58955,36620,95575,12,0,0.0,95575,92494,3081,0,0,0,12,0,0.0
164,False,False,20-05-1991,196,909,True,0,0,0,0,0,0,0,0,0,12,0,12,10,0,10,20,9,45.0,BJP,RAMA PATI SHASTRI,41943.0,INC,BABOO LAL,23979.0,8,0,0.0,98194,80026,178220,0,0,0,98194,80026,178220,12,0,0.0,57820,24775,82595,0,0,0,57820,24775,82595,12,0,0.0,82595,78988,3607,0,0,0,12,0,0.0
165,False,False,20-05-1991,194,1055,True,0,0,0,0,0,0,0,0,0,28,0,28,25,0,25,20,9,45.0,BJP,JAGDAMBA SINGH,36594.0,JD,ANIL,26097.0,8,0,0.0,112623,91951,204574,0,0,0,112623,91951,204574,12,0,0.0,54241,49078,103319,0,0,0,54241,49078,103319,12,0,0.0,103319,101465,1854,0,0,0,12,0,0.0
166,False,False,20-05-1991,192,1031,True,0,0,0,0,0,0,0,0,0,15,0,15,12,0,12,20,9,45.0,IND,KRISHAN KIKAR SINGH,34474.0,JP,RAM PRASAD CHAUDHARY,19170.0,8,0,0.0,109050,88840,197890,0,0,0,109050,88840,197890,12,0,0.0,60587,49523,110110,0,0,0,60587,49523,110110,12,0,0.0,110110,101774,8336,0,0,0,12,0,0.0
167,False,False,20-05-1991,183,1001,True,0,0,0,0,0,0,0,0,0,8,1,9,6,1,7,20,9,45.0,BJP,BED PRAKASH,25339.0,JD,GIRDHARI LAL,21221.0,8,0,0.0,100797,82460,183257,0,0,0,100797,82460,183257,12,0,0.0,53588,35712,89300,0,0,0,53588,35712,89300,12,0,0.0,89300,84118,5182,0,0,0,12,0,0.0
168,False,False,20-05-1991,196,968,True,0,0,0,0,0,0,0,0,0,28,1,29,26,1,27,20,9,45.0,JD,LAKSHAMESHWAR SINGH,28385.0,BJP,VIJAI SEN SINGH,25784.0,8,0,0.0,104435,85196,189631,0,0,0,104435,85196,189631,12,0,0.0,53537,39515,93052,0,0,0,53537,39515,93052,12,0,0.0,93052,89209,3843,0,0,0,12,0,0.0
169,False,False,20-05-1991,198,946,True,0,0,0,0,0,0,0,0,0,15,0,15,12,0,12,20,9,45.0,JD,RAM LALIT,27987.0,INC,PARMATMA PRASAD SINGH,21474.0,8,0,0.0,103068,84219,187287,0,0,0,103068,84219,187287,12,0,0.0,54407,44503,98910,0,0,0,54407,44503,98910,12,0,0.0,98910,94593,4317,0,0,0,12,0,0.0
170,False,False,20-05-1991,207,980,True,0,0,0,0,0,0,0,0,0,11,0,11,8,0,8,20,9,45.0,BJP,PREM PRAKASH ALIAS JIPPIT EWARI,37198.0,INC,TAUFIK AHAMAD,35636.0,8,0,0.0,111554,91258,202812,0,0,0,111554,91258,202812,12,0,0.0,64069,52422,116491,0,0,0,64069,52422,116491,12,0,0.0,116491,112050,4441,0,0,0,12,0,0.0
171,False,False,20-05-1991,201,949,True,0,0,0,0,0,0,0,0,0,12,0,12,10,0,10,20,9,45.0,INC,MOHD. MUKIM,40790.0,BJP,SOYEMBAR CHAUDHARI ALIAS VISHWANATH,38353.0,8,0,0.0,104957,85865,190822,0,0,0,104957,85865,190822,12,0,0.0,60335,49365,109700,0,0,0,60335,49365,109700,12,0,0.0,109700,105099,4601,0,0,0,12,0,0.0
172,False,False,20-05-1991,185,1005,True,0,0,0,0,0,0,0,0,0,9,1,10,8,0,8,20,9,45.0,BJP,SHEO LAL MITTAL,37321.0,INC,KAMLA SAHANI,26047.0,8,0,0.0,102280,83683,185963,0,0,0,102280,83683,185963,12,0,0.0,55195,45160,100355,0,0,0,55195,45160,100355,12,0,0.0,100355,95810,4545,0,0,0,12,0,0.0
173,False,False,20-05-1991,204,963,True,0,0,0,0,0,0,0,0,0,12,0,12,9,0,9,20,9,45.0,BJP,DHANRAJ YADAVA,43392.0,INC,ISHWAR CHANDRA,25326.0,8,0,0.0,108075,88424,196499,0,0,0,108075,88424,196499,12,0,0.0,59496,48678,108174,0,0,0,59496,48678,108174,12,0,0.0,108174,103323,4851,0,0,0,12,0,0.0
174,False,False,20-05-1991,192,954,True,0,0,0,0,0,0,0,0,0,14,0,14,12,0,12,20,9,45.0,IND,JAI PRATAP SINGH,28943.0,BJP,PRAMATMA PRASAD PANDEY,28574.0,8,0,0.0,100772,82442,183214,0,0,0,100772,82442,183214,12,0,0.0,54112,44274,98386,0,0,0,54112,44274,98386,12,0,0.0,98386,90373,8013,0,0,0,12,0,0.0
175,False,False,20-05-1991,201,980,True,0,0,0,0,0,0,0,0,0,13,0,13,10,0,10,20,9,45.0,JD,DIWAKER VIKRAM SINGH,28968.0,INC,CHANDRA SHEKHAR,24239.0,8,0,0.0,108372,88660,197032,0,0,0,108372,88660,197032,12,0,0.0,56868,46528,103396,0,0,0,56868,46528,103396,12,0,0.0,103396,98739,4657,0,0,0,12,0,0.0
176,False,False,20-05-1991,192,976,True,0,0,0,0,0,0,0,0,0,16,0,16,13,0,13,20,9,45.0,BJP,CHANDRA SHEKHAR SINGH,27746.0,JD,MOHD. NAVI KHAN,23013.0,8,0,0.0,103179,84227,187406,0,0,0,103179,84227,187406,12,0,0.0,57984,34642,92626,0,0,0,57984,34642,92626,12,0,0.0,92626,88834,3792,0,0,0,12,0,0.0
