Constituency_No,Uncontested,Women_Col_Forced,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion
1,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KRISHNA SINGH,16132.0,IND,KAMLA RAM,3207.0,8,0,0.0,89586,0,89586,0,0,0,89586,0,89586,9,2,22.22222222222222,23277,0,23277,0,0,0,23277,0,23277,9,2,22.22222222222222,23277,22448,829,0,0,10,0,0.0
2,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,TREPAN SINGH,16887.0,CPI,VIDYA SAGAR,4287.0,8,0,0.0,98852,0,98852,0,0,0,98852,0,98852,9,2,22.22222222222222,27062,0,27062,0,0,0,27062,0,27062,9,2,22.22222222222222,27062,25626,1436,0,0,10,0,0.0
3,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,VINAYA LAXMI,9901.0,IND,GYAN SINGH,5974.0,8,0,0.0,84506,0,84506,0,0,0,84506,0,84506,9,2,22.22222222222222,19555,0,19555,0,0,0,19555,0,19555,9,2,22.22222222222222,19555,18867,688,0,0,10,0,0.0
4,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,JAGMOHAN SINGH NEGI,13984.0,IND,BHAIRAB DATT DHULIA,12398.0,8,0,0.0,72466,0,72466,0,0,0,72466,0,72466,9,2,22.22222222222222,30691,0,30691,0,0,0,30691,0,30691,9,2,22.22222222222222,30691,29315,1376,0,0,10,0,0.0
5,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,MUKANDI LAL,16934.0,INC,RAM PRASAD,11353.0,8,0,0.0,78117,0,78117,0,0,0,78117,0,78117,9,2,22.22222222222222,29781,0,29781,0,0,0,29781,0,29781,9,2,22.22222222222222,29781,28287,1494,0,0,10,0,0.0
6,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,CHANDRA SINGH,13015.0,IND,KUNWAR SINGH,2979.0,8,0,0.0,79477,0,79477,0,0,0,79477,0,79477,9,2,22.22222222222222,20939,0,20939,0,0,0,20939,0,20939,9,2,22.22222222222222,20939,19503,1436,0,0,10,0,0.0
7,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,PSP,GANGADHAR,9320.0,INC,NARENDRA SINGH BHANDARI,8540.0,8,0,0.0,66797,0,66797,0,0,0,66797,0,66797,9,2,22.22222222222222,22310,0,22310,0,0,0,22310,0,22310,9,2,22.22222222222222,22310,21425,885,0,0,10,0,0.0
8,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,YOGESHWAR PRASAD KHANDURI,10584.0,IND,RAM PRASAD BAHUGUNA,6870.0,8,0,0.0,74635,0,74635,0,0,0,74635,0,74635,9,2,22.22222222222222,20736,0,20736,0,0,0,20736,0,20736,9,2,22.22222222222222,20736,19419,1317,0,0,10,0,0.0
9,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,NARENDRA SINGH,8847.0,PSP,LILA RAM,6584.0,8,0,0.0,77893,0,77893,0,0,0,77893,0,77893,9,2,22.22222222222222,20044,0,20044,0,0,0,20044,0,20044,9,2,22.22222222222222,20044,18884,1160,0,0,10,0,0.0
10,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KHUSHI RAM,6370.0,PSP,JAYANT LAL,5457.0,8,0,0.0,83314,0,83314,0,0,0,83314,0,83314,9,2,22.22222222222222,14092,0,14092,0,0,0,14092,0,14092,9,2,22.22222222222222,14092,13476,616,0,0,10,0,0.0
11,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,MOHAN SINGH,9085.0,JS,HAYAT SINGH,6011.0,8,0,0.0,76352,0,76352,0,0,0,76352,0,76352,9,2,22.22222222222222,21195,0,21195,0,0,0,21195,0,21195,9,2,22.22222222222222,21195,20121,1074,0,0,10,0,0.0
12,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GANGA SINGH,17545.0,JS,GOVIND SINGH,11555.0,8,0,0.0,84250,0,84250,0,0,0,84250,0,84250,9,2,22.22222222222222,32122,0,32122,0,0,0,32122,0,32122,9,2,22.22222222222222,32122,30514,1608,0,0,10,0,0.0
13,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,HARI DATT,10911.0,CPI,NANDAN SINGH,3924.0,8,0,0.0,79550,0,79550,0,0,0,79550,0,79550,9,2,22.22222222222222,21972,0,21972,0,0,0,21972,0,21972,9,2,22.22222222222222,21972,20231,1741,0,0,10,0,0.0
14,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,CHANDRA BHANU GUPTA,22516.0,PSP,BALWANT SINGH,2523.0,8,0,0.0,85367,0,85367,0,0,0,85367,0,85367,9,2,22.22222222222222,28766,0,28766,0,0,0,28766,0,28766,9,2,22.22222222222222,28766,27640,1126,0,0,10,0,0.0
15,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,DEVENDRA SINGH,19906.0,PSP,NARAIN DATT,14063.0,8,0,0.0,73965,0,73965,0,0,0,73965,0,73965,9,2,22.22222222222222,38261,0,38261,0,0,0,38261,0,38261,9,2,22.22222222222222,38261,36376,1885,0,0,10,0,0.0
16,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,ANISUR RAHMAN,10913.0,PSP,PRATAP SINGH,10396.0,8,0,0.0,75688,0,75688,0,0,0,75688,0,75688,9,2,22.22222222222222,40133,0,40133,0,0,0,40133,0,40133,9,2,22.22222222222222,40133,37117,3016,0,0,10,0,0.0
17,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,DEBI DATT,26077.0,PSP,RAM DATT,21394.0,8,0,0.0,114444,0,114444,0,0,0,114444,0,114444,9,2,22.22222222222222,67923,0,67923,0,0,0,67923,0,67923,9,2,22.22222222222222,67923,63458,4465,0,0,10,0,0.0
18,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,BASANT SINGH,14634.0,INC,SADRUDDIN,13989.0,8,0,0.0,87169,0,87169,0,0,0,87169,0,87169,9,2,22.22222222222222,46565,0,46565,0,0,0,46565,0,46565,9,2,22.22222222222222,46565,42725,3840,0,0,10,0,0.0
19,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,SHRI RAM,24764.0,INC,ATIQUL REHMAN,22295.0,8,0,0.0,82877,0,82877,0,0,0,82877,0,82877,9,2,22.22222222222222,55069,0,55069,0,0,0,55069,0,55069,9,2,22.22222222222222,55069,52676,2393,0,0,10,0,0.0
20,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SATYA VIR,21472.0,SWA,NEPAL SINGH,8755.0,8,0,0.0,71547,0,71547,0,0,0,71547,0,71547,9,2,22.22222222222222,47216,0,47216,0,0,0,47216,0,47216,9,2,22.22222222222222,47216,43339,3877,0,0,10,0,0.0
21,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,NARDEO SINGH,12141.0,CPI,CHANDAN SINGH,10982.0,8,0,0.0,83909,0,83909,0,0,0,83909,0,83909,9,2,22.22222222222222,55346,0,55346,0,0,0,55346,0,55346,9,2,22.22222222222222,55346,50578,4768,0,0,10,0,0.0
22,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GOVIND SAHAY,21896.0,JS,NAUBAHAR SINGH,11486.0,8,0,0.0,83735,0,83735,0,0,0,83735,0,83735,9,2,22.22222222222222,54606,0,54606,0,0,0,54606,0,54606,9,2,22.22222222222222,54606,49404,5202,0,0,10,0,0.0
23,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KHUB SINGH,18824.0,SOC,AMIRI SINGH,11230.0,8,0,0.0,80505,0,80505,0,0,0,80505,0,80505,9,2,22.22222222222222,55801,0,55801,0,0,0,55801,0,55801,9,2,22.22222222222222,55801,51478,4323,0,0,10,0,0.0
24,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,GIRDHARI LAL,24478.0,JS,MUKANDI SINGH,18678.0,8,0,0.0,80722,0,80722,0,0,0,80722,0,80722,9,2,22.22222222222222,56883,0,56883,0,0,0,56883,0,56883,9,2,22.22222222222222,56883,54064,2819,0,0,10,0,0.0
25,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,DAUDAYAL KHANNA,15534.0,IND,KHYALI RAM,7636.0,8,0,0.0,78973,0,78973,0,0,0,78973,0,78973,9,2,22.22222222222222,46875,0,46875,0,0,0,46875,0,46875,9,2,22.22222222222222,46875,42954,3921,0,0,10,0,0.0
26,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,CPI,SHARAFAT HUSAIN RIZVI,13570.0,JS,SHAHZADE LAL,10397.0,8,0,0.0,89750,0,89750,0,0,0,89750,0,89750,9,2,22.22222222222222,52616,0,52616,0,0,0,52616,0,52616,9,2,22.22222222222222,52616,47277,5339,0,0,10,0,0.0
27,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,JAGDISH PRASAD,10470.0,SWA,YUSAF ALI KHAN,9475.0,8,0,0.0,81763,0,81763,0,0,0,81763,0,81763,9,2,22.22222222222222,46644,0,46644,0,0,0,46644,0,46644,9,2,22.22222222222222,46644,42057,4587,0,0,10,0,0.0
28,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SUKHAN LAL,10253.0,IND,JAVAR SINGH,7842.0,8,0,0.0,81086,0,81086,0,0,0,81086,0,81086,9,2,22.22222222222222,34969,0,34969,0,0,0,34969,0,34969,9,2,22.22222222222222,34969,31535,3434,0,0,10,0,0.0
29,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,REP,MAHMOOD HASAN KHAN,21568.0,JS,MAHESH CHANDRA,16834.0,8,0,0.0,91466,0,91466,0,0,0,91466,0,91466,9,2,22.22222222222222,54177,0,54177,0,0,0,54177,0,54177,9,2,22.22222222222222,54177,50597,3580,0,0,10,0,0.0
30,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,PSP,BISHAN LAL,14729.0,INC,JAGDISH SARAN,8545.0,8,0,0.0,76207,0,76207,0,0,0,76207,0,76207,9,2,22.22222222222222,40964,0,40964,0,0,0,40964,0,40964,9,2,22.22222222222222,40964,37623,3341,0,0,10,0,0.0
31,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,NARENDRA SINGH,15853.0,SOC,DAVENDRA KUMAR,8960.0,8,0,0.0,77119,0,77119,0,0,0,77119,0,77119,9,2,22.22222222222222,48931,0,48931,0,0,0,48931,0,48931,9,2,22.22222222222222,48931,45584,3347,0,0,10,0,0.0
32,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,PSP,HET RAM,13319.0,INC,MAHI LAL,11445.0,8,0,0.0,77696,0,77696,0,0,0,77696,0,77696,9,2,22.22222222222222,42848,0,42848,0,0,0,42848,0,42848,9,2,22.22222222222222,42848,39227,3621,0,0,10,0,0.0
33,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,REP,HALIMUDDIN,21816.0,JS,BRAHMA SWARUP,17843.0,8,0,0.0,83607,0,83607,0,0,0,83607,0,83607,9,2,22.22222222222222,58317,0,58317,0,0,0,58317,0,58317,9,2,22.22222222222222,58317,56491,1826,0,0,10,0,0.0
34,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,PSP,RIASAT HUSAIN,13204.0,INC,SHIV SHANKAR TRIVEDI,9995.0,8,0,0.0,84898,0,84898,0,0,0,84898,0,84898,9,2,22.22222222222222,45138,0,45138,0,0,0,45138,0,45138,9,2,22.22222222222222,45138,42445,2693,0,0,10,0,0.0
35,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM PAL SINGH,17284.0,SWA,AHMADULLAH,15345.0,8,0,0.0,87497,0,87497,0,0,0,87497,0,87497,9,2,22.22222222222222,55674,0,55674,0,0,0,55674,0,55674,9,2,22.22222222222222,55674,51459,4211,4,0,10,0,0.0
36,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,MAHMOOD ALI KHAN,13508.0,IND,MAQSOOD HUSAIN,12577.0,8,0,0.0,101190,0,101190,0,0,0,101190,0,101190,9,2,22.22222222222222,50035,0,50035,0,0,0,50035,0,50035,9,2,22.22222222222222,50035,45985,4050,0,0,10,0,0.0
37,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KISHWAR ARA BEGUM,25314.0,IND,FAZALUL HAQUE,3791.0,8,0,0.0,64306,0,64306,0,0,0,64306,0,64306,9,2,22.22222222222222,37844,0,37844,0,0,0,37844,0,37844,9,2,22.22222222222222,37844,36237,1607,0,0,10,0,0.0
38,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KALYAN RAI,16158.0,PSP,SOHAN LAL,8707.0,8,0,0.0,90969,0,90969,0,0,0,90969,0,90969,9,2,22.22222222222222,37775,0,37775,0,0,0,37775,0,37775,9,2,22.22222222222222,37775,35575,2200,0,0,10,0,0.0
39,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,BALDEO SINGH ARYA,14873.0,JS,RAM CHARAN,10149.0,8,0,0.0,84121,0,84121,0,0,0,84121,0,84121,9,2,22.22222222222222,35459,0,35459,0,0,0,35459,0,35459,9,2,22.22222222222222,35459,33099,2360,0,0,10,0,0.0
40,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SHIVE RAJ SINGH,11014.0,PSP,SHIAM SINGH,10574.0,8,0,0.0,74062,0,74062,0,0,0,74062,0,74062,9,2,22.22222222222222,38209,0,38209,0,0,0,38209,0,38209,9,2,22.22222222222222,38209,35518,2691,0,0,10,0,0.0
41,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KESHO RAM,17140.0,JS,CHUNNI LAL,10328.0,8,0,0.0,75950,0,75950,0,0,0,75950,0,75950,9,2,22.22222222222222,37895,0,37895,0,0,0,37895,0,37895,9,2,22.22222222222222,37895,35346,2549,0,0,10,0,0.0
42,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SURAJPAL SINGH,13205.0,JS,MOTI RAM,11549.0,8,0,0.0,86081,0,86081,0,0,0,86081,0,86081,9,2,22.22222222222222,41901,0,41901,0,0,0,41901,0,41901,9,2,22.22222222222222,41901,38472,3429,0,0,10,0,0.0
43,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,PSP,JUGAL KISHORE,11654.0,INC,KARAN SINGH S/O TIRBENI SINGH,11071.0,8,0,0.0,82828,0,82828,0,0,0,82828,0,82828,9,2,22.22222222222222,39889,0,39889,0,0,0,39889,0,39889,9,2,22.22222222222222,39889,37521,2368,0,0,10,0,0.0
44,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,ULFAT SINGH,11588.0,INC,MUSHTAQ ALI KHAN,10212.0,8,0,0.0,84431,0,84431,0,0,0,84431,0,84431,9,2,22.22222222222222,41109,0,41109,0,0,0,41109,0,41109,9,2,22.22222222222222,41109,38149,2960,0,0,10,0,0.0
45,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,REP,PURUSHOTAM LAL BADHWAR (RAJAJI),27055.0,INC,SHRI KRISHNA GOYAL,21114.0,8,0,0.0,75395,0,75395,0,0,0,75395,0,75395,9,2,22.22222222222222,51818,0,51818,0,0,0,51818,0,51818,9,2,22.22222222222222,51818,49671,2147,0,0,10,0,0.0
46,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,NIROTTAM SINGH,11521.0,JS,BRIJ PAL SINGH,7976.0,8,0,0.0,83661,0,83661,0,0,0,83661,0,83661,9,2,22.22222222222222,45088,0,45088,0,0,0,45088,0,45088,9,2,22.22222222222222,45088,42363,2725,0,0,10,0,0.0
47,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,NARAIN SINGH,12946.0,INC,HARISH CHANDRA SINGH,11418.0,8,0,0.0,82033,0,82033,0,0,0,82033,0,82033,9,2,22.22222222222222,40629,0,40629,0,0,0,40629,0,40629,9,2,22.22222222222222,40629,38251,2378,0,0,10,0,0.0
48,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RUKUM SINGH,16098.0,IND,ASRAR AHMAD,14490.0,8,0,0.0,78865,0,78865,0,0,0,78865,0,78865,9,2,22.22222222222222,44880,0,44880,0,0,0,44880,0,44880,9,2,22.22222222222222,44880,41853,3027,0,0,10,0,0.0
49,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,NAWAL KISHORE,15424.0,JS,AIDAL SINGH,10633.0,8,0,0.0,81336,0,81336,0,0,0,81336,0,81336,9,2,22.22222222222222,47094,0,47094,0,0,0,47094,0,47094,9,2,22.22222222222222,47094,44144,2950,0,0,10,0,0.0
50,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,VAIDYA DHARAM DUTT,11636.0,IND,BHAGWAN SAHAI,11301.0,8,0,0.0,84019,0,84019,0,0,0,84019,0,84019,9,2,22.22222222222222,48124,0,48124,0,0,0,48124,0,48124,9,2,22.22222222222222,48124,44124,4000,0,0,10,0,0.0
51,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM MOORTI,22401.0,PSP,CHHEDA LAL,17839.0,8,0,0.0,87501,0,87501,0,0,0,87501,0,87501,9,2,22.22222222222222,61019,0,61019,0,0,0,61019,0,61019,9,2,22.22222222222222,61019,56627,4392,0,0,10,0,0.0
52,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,HARISH KUMAR GANGWAR,10378.0,INC,BABU RAM,9683.0,8,0,0.0,74233,0,74233,0,0,0,74233,0,74233,9,2,22.22222222222222,38494,0,38494,0,0,0,38494,0,38494,9,2,22.22222222222222,38494,36335,2159,0,0,10,0,0.0
53,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,JAGDISH SARAN AGARWAL,18906.0,JS,SATYA PRAKASH,12809.0,8,0,0.0,90313,0,90313,0,0,0,90313,0,90313,9,2,22.22222222222222,56219,0,56219,0,0,0,56219,0,56219,9,2,22.22222222222222,56219,52813,3406,0,0,10,0,0.0
54,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,MOHAMMAD HUSSAIN,9206.0,IND,ASHFAQ AHMAD,7802.0,8,0,0.0,64980,0,64980,0,0,0,64980,0,64980,9,2,22.22222222222222,34003,0,34003,0,0,0,34003,0,34003,9,2,22.22222222222222,34003,31538,2465,0,0,10,0,0.0
55,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,RAMESHWAR NATH ALIAS CHOUBEY,14605.0,INC,NATHOO SINGH,8398.0,8,0,0.0,77325,0,77325,0,0,0,77325,0,77325,9,2,22.22222222222222,35441,0,35441,0,0,0,35441,0,35441,9,2,22.22222222222222,35441,33018,2423,0,0,10,0,0.0
56,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,JS,HEM RAJ,14303.0,INC,SUNDER LAL,8255.0,8,0,0.0,79486,0,79486,0,0,0,79486,0,79486,9,2,22.22222222222222,32389,0,32389,0,0,0,32389,0,32389,9,2,22.22222222222222,32389,30710,1679,0,0,10,0,0.0
57,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,NAURANG LAL,14344.0,IND,CHET RAM,12870.0,8,0,0.0,83780,0,83780,0,0,0,83780,0,83780,9,2,22.22222222222222,47657,0,47657,0,0,0,47657,0,47657,9,2,22.22222222222222,47657,44091,3566,0,0,10,0,0.0
58,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM ROOP SINGH,10939.0,CPI,NAFIS AHMED,10020.0,8,0,0.0,88600,0,88600,0,0,0,88600,0,88600,9,2,22.22222222222222,44555,0,44555,0,0,0,44555,0,44555,9,2,22.22222222222222,44555,42194,2361,0,0,10,0,0.0
59,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,MOHAN LAL ACHARYA,13681.0,JS,HARISH CHANDRA,13527.0,8,0,0.0,85742,0,85742,0,0,0,85742,0,85742,9,2,22.22222222222222,43471,0,43471,0,0,0,43471,0,43471,9,2,22.22222222222222,43471,41190,2281,0,0,10,0,0.0
60,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,DURGA PRASAD,8323.0,PSP,BEHARI LAL,7480.0,8,0,0.0,87693,0,87693,0,0,0,87693,0,87693,9,2,22.22222222222222,36038,0,36038,0,0,0,36038,0,36038,9,2,22.22222222222222,36038,33604,2434,0,0,10,0,0.0
61,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,IND,BHAGWAN SAHAI,18121.0,IND,MOHAMMAD SAYEED,9356.0,8,0,0.0,79082,0,79082,0,0,0,79082,0,79082,9,2,22.22222222222222,41786,0,41786,0,0,0,41786,0,41786,9,2,22.22222222222222,41786,39983,1803,0,0,10,0,0.0
62,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,SURENDRA VIKRAM,13821.0,PSP,AMAR SINGH,10561.0,8,0,0.0,80512,0,80512,0,0,0,80512,0,80512,9,2,22.22222222222222,42908,0,42908,0,0,0,42908,0,42908,9,2,22.22222222222222,42908,40435,2473,0,0,10,0,0.0
63,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,KESHO SINGH,10402.0,SOC,KANAHI SINGH,6908.0,8,0,0.0,82692,0,82692,0,0,0,82692,0,82692,9,2,22.22222222222222,36104,0,36104,0,0,0,36104,0,36104,9,2,22.22222222222222,36104,34520,1584,0,0,10,0,0.0
64,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAM MURTI ANCHAL,10747.0,IND,DEV NARAYAN BHARTIYA,6154.0,8,0,0.0,89898,0,89898,0,0,0,89898,0,89898,9,2,22.22222222222222,38052,0,38052,0,0,0,38052,0,38052,9,2,22.22222222222222,38052,36169,1883,0,0,10,0,0.0
65,False,True,2/19/1962,-1,-1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,75.0,INC,RAFI KHAN,16889.0,IND,DARSHAN SINGH SARDAR,13408.0,8,0,0.0,86792,0,86792,0,0,0,86792,0,86792,9,2,22.22222222222222,40111,0,40111,0,0,0,40111,0,40111,9,2,22.22222222222222,40111,38793,1318,0,0,10,0,0.0
